tweet_text,sentiment_predict
"Hoje, às 13h, tem lançamento de um single inédito da Cabala. Acompanhe curtindo a página ""Banda Cabala"", é de graça e ajuda na manutenção da música e da arte independente produzida no Brasil. Grato! :) #Formigas #Cabala #Rock #Funk #Cabala20anos",1
@lakudawn Nao mesmo :( mas o foco agora é não deixar o bozo ganhar. Ta muito arriscado.,0
@ederwagner obrigado! :),1
"Bando invade escola, furta carne e come bolo que seria servido para crianças https://t.co/cgNKUggEZG #G1 #G1SP https://t.co/cVeXzUsIgM",1
"Em meio a onda fascinante que o país tropical passa, o cotidiano segue e em breve chega mais um bebezinho na minha família :)",0
CVM analisa acordo em que Qualicorp dá R$ 150 mi a seu fundador https://t.co/6Cn2Yfcm44,1
Baleia nada ao lado de surfista perto da costa em praia de Florianópolis; veja o vídeo https://t.co/dj1aAUpX8j #G1 #G1SantaCatarina,1
Arlindo Cruz vai à praia pela primeira vez após AVC https://t.co/0EWKNXiRNy,1
eu só queria fazer minhas aulas :(,0
"@juniorsilvax93 Isso. Criando universidades, cursos técnicos, valorizando o pequeno agricultor, pra, como você disse, as pessoas saírem dessas condições. :)",0
quarta-feira incrível d produção :) e mesmo n hora d despedida boa noticias d obra quase quase a começar :),1
@xjmbea Haddad no segundo turno vai ser nosso tiro no pé :(,0
"Gente..... sério, esses são os eleitores “do cara que vai mudar o BR” :((((((( https://t.co/3pDy4OcDOw",0
Façamos a pátria que queremos! #trabalho #paz #desenvolvimento #etica https://t.co/1o3HUHoOfM,1
"França recebe apoio de bolsonarista, mas diz que ficará neutro em disputa presidencial https://t.co/X4Wezp1ZxO",1
eu amo tanto o nct serio kkk eles foram de fato a melhor coisa q aconteceu na minha vida :(,0
O comprimido que eu tomo da a moca do sono mas muito mesmo e espera me uma aula de duas horas e meia :),0
"Passando desde já para agradecer a essa turma boa , que está apoiando nossa Lojinha e nós presenteando com muitos brindes bacanas. OHLALÁ agradece o carinho e confiança!! #parceria #honestidade #foco #fé #Deus #trabalho #boutiqueohlala #modafeminina https://t.co/guvCTyIjvT",1
"Após novo atraso, Metrô promete estação SP-Morumbi para este mês https://t.co/ceVUPG5I6i",1
Acho muito legal meu “pai” ficar mandando todo tipo um álbum de fotos do meu irmão e não mandar nem uma mensagem perguntando como eu to :),0
Esse vídeo é engraçado mas vei ele tava c mt medo :( https://t.co/XdqC525Cqg,0
Suzano: Superintendência Geral do Cade aprova fusão com a Fibria https://t.co/v6PdSHzZhw,1
Rock in Rio anuncia dia dedicado ao metal em edição de 2019 https://t.co/a3v9iiij6O,1
Tem novidade no AR ! Filtros de PAPEL 103 COITÉ. #filtrodepapel #novidade #cafecoite https://t.co/R8cnRLlSlJ,1
"e meu namorado que foi até p pagode ontem, realmente ele sabe viver sem mim :(",0
Raquel Dodge pede suspensão de inquérito da Odebrecht contra Temer https://t.co/GAaMB8sN9n,1
"&gt;@EstadaoPolitica Transferência de votos de Lula para Haddad depende de eficácia da campanha do PT, diz Ibope https://t.co/5N55nvqbkz",2
"@jeonspoemy eu gosto de imaginar alguém descrevendo uma parte que eu não gosto de mim mesma de um jeito bonito em um livro, e isso me deixa feliz :)",0
#Vaga para Auxiliar de Produção detalhes e envio de cv em: https://t.co/pswrA2NFy6 #oportunidade #emprego,2
"Preço da gasolina sobe e acumula alta de 45,7% desde fevereiro https://t.co/bvyO2ZsuZa",1
@ssanctifyy Haaaaa obrigada :),0
ele quase não falou cmg hj e nem me deu boa noite :(,0
Sou uma valente merda de pessoa :))))))))),0
Esperança! #oportunidade #frasesmotivacionais #igscomproposito #sougrato #esperança #pensamentos #frasesdodia #salvação #avivamento #espiritosanto #bíblia #inovação… https://t.co/W5fE0tp8o8,1
@SIDORNIA25 @CourenseD Eu já sei :) ja estou impecável neste assunto,0
#oportunidade Vaga de emprego na Unimed Teresina para Vendedor. Confira na imagem os requisitos e envie seu perfil profissional até amanhã (30). Ter os melhores talentos. #esseéoplano https://t.co/KzR8Rbajtt,1
@readmo_ Eu tento :(,0
@ckyungirl vc viu os banners de aniversário? chorei toda queria ta lá pra tirar uma foto tbm :(((,0
@jucholanda Ciro dormiu no ponto e custou o segundo turno dele :-(,0
"&gt;@EstadaoEsporte Com Grêmio perto da semi na Libertadores, Everton pede concentração no Brasileiro https://t.co/VWrjVJYZ6C",1
@aymecachisss pero damelos :(,0
@skyminie95 nao sou :( sou ridicula kamy,0
"@folha Bolsonaro é racista , homofóbico e machista. Os vídeos não negam. #Fato",1
saudade da rafa e da elisa :(,0
olha sinceramente meu pai é tão inteligente mas as vezes parece que ele perde o cérebro :),0
"Dólar caiu :) - R$4,00 às 14:10",1
"@Ali_Racki06 Pos ok :''v xd Yeah, ¡Vamos! :D",1
Vou anotar para nunca ser traído :p https://t.co/dagPZ8wSLJ,0
quartou cantando isolados com o lucas pulando na cama dos nossos pais :))))(,0
"@chupips @wefightogether Esses bichos vivem entrando lá no trabalho, mas se ninguem tirar elas acabam morrendo :((( Por isso tenho me tornado perita em salvamento de borboletas, libelulas e mariposas",0
bom dia :) https://t.co/bXPya9g1mb,1
"Tira os outros da boca :) enaltece seu shipp falando DELE só dele sem comparar com nenhum outro! Ex básico, contas grandes aqui do twt vc sabe o que postam, elas falam do que gostam mas vc n tem ideia do que fazem em off. BTS é a mesma coisa",0
Veja o que é #FATO ou #FAKE nas entrevistas de Ciro Gomes ao Jornal Nacional e ao Jornal das Dez. https://t.co/b3rYJdisyC https://t.co/swYqqDJjbr,2
Social-democracia prevalece na Suécia e extrema direita avança menos que o previsto: https://t.co/VftuuIPuVT https://t.co/urEJgnxa2W,1
TSE autoriza envio de forças federais para Ceará e Mato Grosso do Sul https://t.co/Bb94kHnGgC,1
Moradores da Cidade de Deus criam grupo para tentar localizar o assassino de avó e duas netas. https://t.co/baCu9FImH9 https://t.co/yyjewqaVjq,0
@lucifervibess Vc fazia oq antes de TI? #curiosidade,0
@Batato90713572 so pq sou os dois &gt;:(,0
"Após telefonema, Doria planeja visita a Bolsonaro https://t.co/O5Ucjupn85 #Eleições2018 https://t.co/Nf9iBd1cnc",1
Junta médica avalia que Bolsonaro não tem condições de ser transferido https://t.co/1rFYbOosP6,1
"#oportunidade Vaga de emprego na Unimed Teresina para Assistente Administrativo, exclusiva para Pessoa com Deficiência (PCD). Confira na imagem os requisitos e envie seu perfil profissional até 07/09. Ter os melhores talentos. #esseéoplano https://t.co/F7aJ1rRmLw",1
@lightweigths Que sad :( Mas agora vai,0
@maria_sarzi Nós é que te agradecemos pelas palavras e pelo apoio. :-),0
"não se lembrem de mim só quando vos convém, porque eu posso ser muito cabra com vocês :)",0
"@gabiefernandes tem gente falando que hoje em dia nao se pode nem fazer piada que já é chamado de racista.... esqueceram de falar que racismo nao é piada, é crime! são tempos sombrios gabiezoca :(",1
@swiftidle oiiiiiiiiii faz pra mim :)))),0
Tnh de começar a ver tecidos para o vestido pq já sei q vou deixar tudo para cima da hora e dps acabo por ir de calças de ganga :),0
"Após visita a Lula na prisão, Chomsky encontra Ciro e defende pacificação https://t.co/8uvtcFwrbo",1
Vale e BHP fecham acordo definitivo com MP sobre desastre de Mariana https://t.co/MtkeCJTADk,1
"Aqui ditador não se cria, os que brita a gente poda. :p https://t.co/phOjWQQFiZ",0
"#JornalNacional @TioWBonner e Renata foram calados pela VERDADE de @jairbolsonaro ! Renata,você recebe menos que Bonner,afinal é teu chefe #Fato Reação constrangedora!Alma lavada com o caráter de Bolsonaro,não recuou,nem fugiu ao ataque nitidamente pessoal dos entrevistadores.#WO",0
"Tava discutindo com o boy ontem a papagaiada toda das eleições (ele já tá interado das treta tudo, e não é por influência minha, é porque a merda toda tá correndo a Europa mesmo), aí recebo um: mas isso significa que vc vai ficar presa aí no Brasil? :((((",0
Chinesa Tencent investe US$ 200 milhões no Nubank https://t.co/G7miHX0z4t,1
"&gt;@EstadaoEsporte Transferências de jogadores de futebol batem recorde e movimentam US$ 5,4 bilhões https://t.co/90g0lFVls2",1
desculpem a pergunta mas levo a novela muito a sério.... o pai de uma miúda que foi violada tem direito a espancar o violador? digam que sim por favor :),0
"@_tauries @beatriz_seca ja vi um pouco dele e mehh nao curti, mas ja comecei a ver outro (noragami). Obrigado na mesma :))",0
"@btssart final de 2016, vai fazer 2 anos :)",1
Veja o que é #FATO ou #FAKE nas entrevistas de Jair Bolsonaro para o Jornal Nacional e para o Jornal das Dez https://t.co/qa4CcahG3G,2
'Orgulho e Paixão': Ema e Elisabeta descobrem que estão grávidas https://t.co/0uph6D7aii,0
@melissacgg mais eleitores e pode ser eleito :),1
"Oi Acho que eu devo uma explicação para vcs sobre o canal Bem,a tela do meu celular quebrou, tipo quebrou legal, e agora eu tô sem dinheiro para consertar Não sei que sua os vídeos voltam, mas posso prometer que vai ser ainda esse ano Espero que vcs entendam :p",0
namorados :(( https://t.co/7Ia76wBgas,0
@rachelU2 @gsikb @leonasmo Triste demais ter exemplos próximos :(,0
"Campanha de vento em polpa, mais uma exclusão. Adeus nao deixe de escrever... #Bolsonaro17 :D",1
@lucsrosendo eu vi pra postar isso to quase em panico aqui :(,0
#Oportunidade Pronatec abre inscrições para professor até a próxima segunda (27) https://t.co/j8SV9LywXl https://t.co/mwpSUALrfX,1
Já se inscreveram no sorteio?! Então cliquem na imagem e participem :) https://t.co/8HpCJx9qHx,1
Queria estrear o meu bb novo Mas sei q vou sujar na primeira pisada :(,0
aparentemente não foram só os gringos que andaram zerando posição não ... (tô falando da queda na posição comprada no índice futuro) o tio da XP parece que zerou (ao menos parte) a compra na J23 ... :),0
Também quero saber :( https://t.co/HGBt7y0P87,0
Battlefield V | Pode ter uma história de guerra da perspectiva do eixo Leia aqui: https://t.co/B5BvfN2Xfx #manualdosgames #mdg #game #noticia #BattlefieldV https://t.co/V7DWnc1iJA,1
"Nao vejo a hr do meu pai chegar logo pra eu contar tudo pra ele,to precisando :(",0
"Sou apaixonada pelo Gordinho, esse cara tem que Governar. Vamos parar de colocar Paes no alto, vamos votar no Gordinho, pelo amor de Deus. Ôh homem inteligente, sábio, ótimo caráter e sem ter uma péssima fama. Creio na mudança com ele! :P Vamos de 50 no dia 07 pra Gov. ;)",0
Polícia Federal quer agressor de Bolsonaro em presídio federal https://t.co/omB1K5N5GI #Eleições2018 https://t.co/URKqNMu28o,1
"Remédio para hipertensão pode prevenir ataques de pânico, diz estudo https://t.co/QJ57D9o1LD . #samoc #saúde #ficaadica #news #assistência_médica #planodesaúde #planoindividual #planoempresarial #ClínicaMédica #tomografiacomputadorizada #oportunidade https://t.co/E2NXGfYvu5",1
@LucasSbarze @TarabossiReis @CdNLeon OWNT O bundão bloqueou :( Defende o estado ai chupa cu de coronel,0
boa noite bebezinho eu te amo muito :(: https://t.co/vwLqicdUTh,0
@JojoPFQC amigo gasta as energias dela :( pq eu to exausta,0
"@fernastra n flor, ser crente significa ter sua fé em cristo e nas escrituras, onde a mesma vai contra toda a cosmo-visao do comunismo onde condena uma galera q rouba e tira da mesa dos necessitados e q pais bom mesmo, e onde tds possuem direito a viver com dignidade :)",0
pra onde vamos brasil :( https://t.co/Cvj6Gd1KLm,1
"Hoje o @jairbolsonaro vai estar no @jornalnacional e terá 25min de entrevista. Ele vai poder falar de todas as suas propostas pra economia, educação, saúde e cultura, e ainda sobrarão 25min de entrevista. #BolsonaroNoJornalNacional #FATO",1
"@ohonestovictor @LadoBdoRio hahahah porra, o Funk do Chaves eu ouço todo dia, várias vezes! É viciante. Precisava viciar mais gente!!! rs E obrigado pela audiência, Vitu! :)",0
@timychalamet na moral eu não acredito queria tanto mano :-( capaz de eu ter visto e nem sei tbm né,0
@heeyt_orr olha só que sorte a minha :),0
@GiuHellsing tá foda :(,0
#Vaga para Estágio em Contabilidade detalhes e envio de cv em: https://t.co/XGgVucOQrc #oportunidade #emprego,1
"@baahportela Foda, a minha tbm já foi revogada a mt tempo de acordo com algumas pessoas :(((((((((",0
#DiaDoRadio #Radio #informa #noticia #alegria #tristeza #Amor #Vida #RadioZoe #GuararapesSP #WebRadioGospel https://t.co/YmwmsAWxsC #louvor #Adoração em Eventos e Publicidades https://t.co/nmxLJGnI9J,1
"@kjtaegguk Não precisa me agradecer, vai me atualizando tá? Espero que isso passe logo :((",1
"Conta uma história que você lembre com carinho. — assim, uma vez eu tava andando e olhei pro lado e nem percebi mas matei uma lagartixa fim :) https://t.co/izR0iHhugu",0
@profeborto Obrigado mestre :),1
"@monteiro__karen kkkkkkkkkkkkkkkkkkkkkkkkk, eu não to assim hoje :(",0
eles lambendo o cu das gringas :(((( ano que vem a distância enorme da grade do brasil pro palco,0
a vontade de voltar a beber...... tão forte...... :(,0
CNA pede para Supremo suspender imediatamente nova tabela de fretes https://t.co/rVpvEJJ2XW #G1,1
Vi você hoje :) (espero não ser considerado chato) — Eu te cumprimentei https://t.co/hOP1ofbspd,0
#Hoje: começam as #Festas de @jfcorroios - a Rato - ADCC vai lá estar presente divulgando o seu #trabalho! https://t.co/rDzm1KG8i1,1
Nova intro de apresentação do canal. Espero que gostem :) https://t.co/KJYGFExghh via @YouTube,1
foo :) : 1885e00e-5218-48c4-a5bf-a2801c0cfa91,0
@pqpjeaan infelizmente não :(,0
"eu amo mto vcs todos. obrigada,por tudo. eu amo incondicionalmente cada um de vcs,e vcs são capaz de tirar qualquer sorriso meu. obrigada :( https://t.co/D87OCEhAvl",0
@ZeroBadass da o papo zerin! tu vai na bgs amanhã? Se vc for onde posso te encontrar pra tirar uma foto? :),0
@ONEOFMYLlES Felicidades :))))),0
💌💞 adorei seu fixado kkkkk amei sua pack não vejo mto na tl :( parece ser legal 💚,0
"a gente era mt próxima ano passado, sdd :( — curte o tt pra eu saber qm é vaiii https://t.co/L17AXWf2bn",0
@OrnellaseSports Só vaaaamo! :D,0
Chuva forte e ventos derrubam estrutura de shopping na Zona Sul de SP https://t.co/Po1qSItuYB #G1 https://t.co/S5obxjxoS3,1
Windows 10 ganha integração com smartphones Android https://t.co/o0zlCIYPIe,0
"@KariLimaX Vamos fazer um acordo... eu fico com a #F1noSporTV, a @ElianaPLH44 fica com a #MotoGPnoSporTV e você vai atualizando os gols do Wingão aí :)",0
"@zezimsimmamae Queria tá otimista :/ mas realmente não consigo, pra falar a vdd não sei nem explicar o que to sentindo, mas não é algo bom :(",0
[#CURIOSIDADE] 100% foi nomeado como embaixador do Lotte Hotel Busan durante um anúncio no fanmeeting de ontem(25/08). A cerimônia oficial foi feita antes da FM e um vídeo foi exibido durante no evento. Info: Miiko;Real 100% Cr(foto):miyong_100per ~Jellye #백퍼센트 #100percent https://t.co/NkxFHTP4YB,1
Debate no #parlamento sobre aumento do salário mínimo nacional. A direita arranja todas as desculpas e mais alguma para continuar a ser contra esta subida. E o @psocialista ? #trabalho #saláriomínimonacional https://t.co/GhhbSLwZCL,1
Veja o que é #FATO ou #FAKE na entrevista de Eduardo Paes ao RJ2 https://t.co/TuuzDmxLZS,2
Eu to com muito sono :(,0
@Mateuzinve Só se vc for bancar dnv :),0
"Se tu perdeu a amizade por causa de política, essa amizade nunca foi verdadeira. #Fato",0
"@MikeLink1 bondinha moço, e bom show p vcs :)",1
Me beija :) — :) https://t.co/GUMy9cCr0X,0
"oie, vocês fazem banner pra galeria do sosugary? — por enquanto não :( https://t.co/XWhWx48g97",0
to muito triste pois amo tanto eles... :(,0
"Conclusão, são apenas 3 da tarde e já tive 3 ataques de pânico :)) e o vosso dia como está a correr?",1
a carinha de choro dela :((( https://t.co/b6q7a8NCms,0
"Delícia de dor de estômago, maravilha :(",0
"Eu só queria alguém q madrugasse cmg hoje em ligação, único desejo meu nesse momento :(",0
"@JPbonomo antes fosse criancinha pq nesse caso a gnt até perdoa, mas é tudo adulto da minha família mesmo :)",0
"@larryforking @imHaruyuki odora me marcar em videos, mas quando eu quero parar você pra conversar, vc vira a cara e da uma de ignorante ""não quero saber de política"". Pois, eu só vou lhe responder esse vídeo pessoalmente :)",0
Trump ironiza mulher que denunciou seu candidato à Suprema Corte https://t.co/ma8ERe5QZV,1
#Candente Líder de PCD Carlos Alaimo DENUNCIA: Tenemos que rescatar al Estado Zulia - https://t.co/pHofjqSjUl #Noticia #Venezuela https://t.co/6OD4GZ5ptt,1
Sábado na @Pcmaradona é dia de trabalho #empresa #agencia #açãopanfletagem #panfletagem #distribuição #publicidade #propaganda #marketing #postagem #trabalho #trabalhoemequipe #instagram… https://t.co/1FzCKWMmq6,1
&gt;@esportefera Serena Williams estrela ação contra abuso financeiro sofrido pelas mulheres https://t.co/dYmdaqU31X https://t.co/aX6Lxw6XRi,1
eu tô devastada com a pesquisa eleitoral de hoje :(,1
"se tiver triste,case com meu tio :) https://t.co/BwJWrvkN1i",0
Conseguindo voltar com o hábito de tomar dois litros de líquido por dia. :D,0
A cantora Natália Matos sugere #caminhospara2018. Participe da campanha e envie seu vídeo de 20s usando a tag (seu post precisa ser público) https://t.co/ujT07XYVu2,1
6:30 da manhã estou agr a chegar a casa de 15h de trabalho só para acordar as 10 para mais umas outras 15h da mesma merda :),0
"@gabrgs Tô falando isso pra ela. Obrigada, Gabi! Tô triste pq odeio vê-la assim, é foda :( Mas a gente vai conseguir, porraaaaaaa, fascistas não passarão 🤸",0
merda e bosta tá facil pra gente Brasil :( https://t.co/JJQOJv6UsA,0
@wasitmysoul ah mano....... eu n to crendo nisso ainda :(,0
"Em pregão instável, dólar cai para R$ 4,13; Bolsa também recua https://t.co/UoDbfyblka",1
alguém pra jogar cmg? :(,0
eu amo tanto a Yasmin mas ela só me joga de lado e eu nem sei se fiz alguma coisa pra ela ou não @arttminhyuk te amo :(,0
@BadGodwin eu te amo muito vc é muito importante pra mim :( ❤,0
"Morre aos 75 a atriz Kirin Kiki, ícone do cinema japonês https://t.co/zCwyPYBQIU",1
Aiai queria dormir pra sempre :),0
"@hesyouthsoul Eu nao quero ela pintada, quero preta :(",0
:-) É o esquecimento global https://t.co/CpmI8lXjFT,1
Petrobras supera Ambev e é 2ª maior empresa brasileira na bolsa https://t.co/YqKMp6B5lV,1
"@bornthisswy Ei, para com isso! Não faz nenhuma besteira não...se quiser conversar pode me chamar :(",0
@racheldwre aaa lulu sinto muito mesmo :(,0
já vi meu look pra yolo hmmmmmm só n sei se meu tênis vai chegar a tempo :(,0
Gostei de um vídeo @YouTube https://t.co/hJWtsix2bO Fire /p ANDROID - o inimigo depressivo :(,1
Zipmoto é o app pra solicitar motoboy ! #mktdigital #entregas #coletas #sp #motoboy #frete #trabalho #naoparanão https://t.co/9H6aS6uafx,1
bar :-( : a378ed28-f615-4940-8140-d12f3518e9f2,0
@btssart Fake love se não me engano :)💙,1
Leia carta de Lula que oficializa Haddad como candidato do PT à Presidência https://t.co/yZs1Vapg6x,1
"Emmy 2018: Celebridades passam pelo tapete vermelho, confira destaques https://t.co/dXg1mjce82",1
"@Gilaglar Yes, eu e a tua afilhada namoramos agora :)",0
@joaovitortstz só mnr famoso queria :(,0
&gt;@Emais_Estadao Simaria se afastará dos palcos novamente por conta de sua doença https://t.co/4CYTSb66P9 https://t.co/eWYmFkEoDZ,1
Veja o que é #FATO ou #FAKE na entrevista de Paulo Skaf ao G1 e à CBN https://t.co/2NHAH6CWxL https://t.co/2v7ZiWUt5F https://t.co/GkLTAXvOjA … … … … … …............... https://t.co/KUZHAJcMd7,2
"Tem várias candidatas eleitas, a maioria das que vi pelo psol, dá até pra dar um sorriso agora :D",0
"&gt;@EstadaoCultura Com personagens dignos de filme de terror, 'O Banquete' coloca em discussão a elite brasileira https://t.co/7xOpm6VBT7 https://t.co/XsmcX0QsE0",1
"https://t.co/qGpRxem1VF o mx tá em primeiro lugar, eu tô tão feliz, mostra que a ansiedade pra esse comeback é universal shudhsudhhuds a votação vai até o dia 20, então não deixem de votar nos meninos, mbbs :)",0
acordei pior q os outros dias :(,0
"👉Reunido com os amigos e Progressistas de São José do Cedro. Obrigado por sempre me receber com muito carinho.😄Muito obrigado também, aos 1053 votos recebidos.👍🏻 Vocês podem contar comigo!!👊🏻 #AltairSilva #DeputadoEstadual #Compromisso #Trabalho #Confiança",1
"Bom dia! Esta é a primeira página do #JornalOGlobo desta segunda-feira, 01 de outubro. Acompanhe as notícias no site: https://t.co/xM1t0GKiuy https://t.co/PP52xJwN2u",1
@YodaSapiens_29 @Bieguemot Exato! É a mais pura e cristalina verdade no seu estado mais do que perfeito! :-),0
"Analista de Sistemas - São Paulo, SP https://t.co/EqdlnOqVae #emprego #oportunidade #vaga",2
@i_holz e ainda não fui a nenhum bbq :(,0
@Fadinha28 Eu não julgo acredita. Este caso específico conheço de perto. Acho que é a mãe que precisa de terapia. E não é um julgamento. Apenas uma constatação. :),0
Ben Affleck deixa clínica de reabilitação após 40 dias internado https://t.co/7kkAf4N0Od,1
Battlefield 1 e 4 - De Boa :): https://t.co/HvluzFbZBw via @YouTube,1
@pletinia Eu já tenho jantar feito :(,0
@reliyoon boorralooooooo :((((((((;;,0
São Paulo terá aumento de temperatura ao longo do feriado prolongado https://t.co/pNFYMikt35,1
vai ver a champions amanhã e quarta? — não!!! to em semana de prova infelizmente :( (já até me acostumei com o fato de não conseguir aco... https://t.co/Sg24BwnSgq,0
@tripalmovski Eu n estou a brinkarrrr tens de vir sentir o aromaaaaa maravilha :) ehehehe fadasss,0
@badxgirwl @RealDuva felizmente de fone :),0
"Pq Vc me trata tão mal? — lolo, eu te trato mal? como assim cara :( https://t.co/9PTYOznO66",0
@let1ci4 eu amo os dois :(,0
@shawnxltdetails @fetixhjb ai mana tb queria saber :( forças 👉❤,0
Veja como o mar brasileiro é usado pelo tráfico internacional de drogas. Assista a reportagem do Fala Brasil no link: https://t.co/hgbG6usiG4 🎥📺🇧🇷 ••• #FalaBrasil #Jornalismo #Matéria #Notícia #RecordTVBelém https://t.co/DbADxreBE0,1
ganhei uma e morreu :(((((( https://t.co/uvZVZtlfSR,0
Busca por submarino argentino detecta sinal no fundo do mar https://t.co/uM6yc83LHJ,1
"Queria um doguinho pra me fazer cia :( Pena que eu moranod no rj é impossível, pq viajo muito e n teria como ficar levando comigo e nem deixando ele sozinho",0
Tenho que parar de ser sensível e me importar menos com o que dizem pra mim :(,0
Ajudou sim :) — ;) https://t.co/pEpVvxDhCB,0
como ter 900$ às 10h na conta e 280$ às 11:32 :(,0
@MAGICXWHAT @vickaalvess Mas vc tá melhor? :),1
"o almoço é caril, i’m happy :)",1
@ColombiaClique ¿A que hora? :D,0
tinha tantas saudades de trabalhar :))))),0
não vai ter mas café :(,0
Unilever desiste de retirar sede do Reino Unido e ação oscila em Londres https://t.co/IjmTa1NETD,1
"asgar livros impede 'formação de visão crítica e democrática', diz Ministério dos Direitos Humanos após vandalismo na UnB https://t.co/3M6y50iH0E #G1 https://t.co/ztlnz3DkNT",1
Ganhei 10 reais do PicPay. :),1
"O mel é um alimento único em todos os sentidos! Fora todos os seus benefícios e versatilidades, ele ainda não estraga. #Curiosidade Já foram encontrados frascos de mel em tumbas milenares e eles estavam perfeitamente preservados. #VocêSabia #Mel #Apisvida https://t.co/6Pon5ldmod",1
"eu gosto muito de música francesa e então resolvi fazer uma playlist, quem também gosta de música desse tipo e quiser ouvir a playlist me fala que eu mando o link :)",0
Mano eu entendo a parada do canudo de plástico mas ao mesmo tempo não sei se concordo? :( É meio merda ver gente próxima que não consegue se adaptar ao canudo de papel,0
@psol50 Os que vota nele pensa como ele apenas acharam um representante e saiu todos do armário. #FATO,0
im sorry pq????? &gt;:( https://t.co/GK4BPo2OEr,0
"""Gosta mos"" :) https://t.co/wwbBVo57SD",0
"@mesquitacaio @ricardorprata Este país esta uma #Anarquia travestida de #Democracia para os alienados que não enxergam uma #sociedade falida ética e moralmente. Aqui tudo é banalizado e nada tem mais #valor, muito menos a #vida. #Fato",0
"queria tanto ajudar as pessoas que passam por isso, que tentam suicídio e ficam as vezes pior por não conseguir :(",0
"@IsabelaBlount oie, tudo bem? pra estadual tu ja tem candidato? :)",1
&gt;@EstadaoLink Google permitirá que usuários desativem o novo sistema de login do Chrome https://t.co/8khNshvVLx https://t.co/70gL2sID6d,1
@omarcv_14 De nada! :),0
@marcelagsena Kkkk tô um saco hoje :(,1
"@oiemare Ah mare :( Eu tava curtindo seus desenhos, não para por conta desses fdp não, você é foda! Mas na real eu não posso falar muita coisa tbm, eu nunca achei que iria ficar chateado com algo tão grande quanto meu próprio país. :~",0
@mimiluart @brielarson Feliz aniversário para você também! :P,0
Paul McCartney escreve livro infantil em homenagem aos netos: 'Hey Grandude' https://t.co/kVcT5fW6Gz #G1 https://t.co/Pu9gabazcq,1
vc é tudo para mim tudo :((( https://t.co/nCTgN7lMCe,0
@valoreconomico O que é #fato é que Dória é #fake.,2
"Exposição é constrangedora e gera medo, diz repórter que aparece em propaganda https://t.co/YXLsMymvk8",0
@thrivias não sou :(,0
"Cresci com meu pai ouvindo esse homem, amava suas músicas, principalmente ""She"" Descanse em paz :( https://t.co/gBpaOvrExI",0
Feriadão? QUEREMOS! #terca #trabalho #vidadeprofessor #teacher #working #thursday #bearded #beard #camisetanerd #tshirt #nerd #camiseteria #games #wework… https://t.co/V5MrJgksrH,1
"o que me deixa triste é pensar que matematicamente, é muito difícil ganharmos o segundo turno :( mas bora acreditar em milagres.",0
meu instagram parou e eu to entrando em desespero :),0
só queria uma aula do @VVvertLoL :(,0
"acabei de me queimar feio, aff :(",0
Feliz dia do Nordestino :D &lt;3 Da gente eu tenho é orgulho e não vergonha como muitos andam espalhando por ai. ;) https://t.co/NXE694LBo3,0
1968: Jovem morre em batalha na Maria Antônia https://t.co/jWhebGTMRg,1
2016 volta :( https://t.co/jZzjbvIanH,0
eu amo vocês :( https://t.co/z4wOE69Gyn,0
Bom dia desejo um excelente dia à cada um porque Deus é bom o tempo todo! #Fato ☝😊,1
eu amo eles demais &gt;:( https://t.co/fNQblVjfKj,0
"#MixNews: Camila Cabello visita Beco do Batman, em São Paulo, em dia de folga #camilacabello #becodobatman #sp #noticia #zerotreze #baixadasantista #santoscity #mixfmsantos #mixfmbrasil Leia mais em: https://t.co/TIoykKHtmf https://t.co/q7XADAp4o2",1
"Em Minas, a disputa estadual mais nacionalizada de 2018 https://t.co/s4S48X8ILk",1
#Tirrell #Oportunidade #TI #Tecnologia Envie seu currículo para oportunidades@tirrell.com.br https://t.co/YeNMG6QDum,1
"Gostaria de ver quem defende ou ataca política A ou B, dar exemplo primeiro. O problema do Brasil são os brasileiros #fato",1
@naooquerosaber Hoje não bazo :),1
começou a dar “se não acordar amanhã” no shuffle play e deu-me saudades dos tempos no 10° com a magg :(,0
"Dia das eleições é data magna de celebração da democracia, diz Rosa Weber https://t.co/HsOfwpaaEL",1
&gt;@EstadaoPolitica Rio vai ao voto em campanha judicializada https://t.co/dsbPoYaJXE,1
Um lado: cristão não vota no PT Outro lado: cristão não vota no Bolsonaro Meu lado: cristão respeita o voto seja em quem for :) Ou vamo todo mundo de Ei Ei Eimael haha,0
Aguardem novas informações😃 📸freepik/ #Portalfm #aniversario #novidades #radio #locucao #equipe #trabalho #suspense #premios #sorte https://t.co/1gZ4DFpSQ8,1
Você gosta de #f1 como eu? Então vai gostar dessa apresentação virtual no circuito @SochiAutodrom #gpdarussia :D &gt;&gt; LINK https://t.co/jdIvEXHBPu ------ @AC_assettocorsa @VirtualRnet #f1nosportv https://t.co/yYqzHw1NsT,1
*ATENÇÃO* LEIA CANTANDO :) parabéns pra vc que me fez entender que minha paixão não é você obrigadoo por demonstrar esse amor falsOoooOoooO AÔ SOFRENCIA,0
"#Novidade da semana, breve vamos conferir o EP do meu brother VINÍCIUS ARAÚJO, um testemunho vivo dos milagres de Deus, uma produção #CrisVieiraProdutor, by… https://t.co/dNR48hmxDs",1
quem diabos manda essa carinha :) pra uma guria que tá afim??????,0
@0takafedida merece mesmo :),0
